Comune Latitudine Longitudine Codice PL97 PL98 PL99 PL00 PL01 PL02 PL03 PL04 PL05 PL06 PL07 PL08 PL09 PL10 PL11
SelvadiCadore 46.452500 12.035278 273 3.2 3.266313933 3.255244755 3.344405594 3.471428571 4.1886121 4.050632911 3.989228007 4.140480591 4.265536723 4.372848948 4.361003861 4.339694656 4.482692308 4.536398467
SerendelGrappa 45.989167 11.846389 274 0.038945712 0.034305994 0.036172695 0.038135593 0.040478026 0.042701863 0.036060489 0.039829853 0.035810551 0.069492173 0.044342508 0.045916447 0.04686319 0.067024129 0.083139083
Sospirolo 46.144167 12.074167 275 0.080095637 0.08035982 0.085203153 0.086355255 0.08905613 0.088916719 0.087593516 0.083748443 0.08756622 0.023668639 0.012623153 0.013563502 0.015446401 0.016019717 0.016019717
Soverzene 46.206389 12.303056 276 0 0 0 0 0 0 0 0 0 0 0 0 0.011682243 0.011792453 0.019002375
Sovramonte 46.062500 11.786389 277 0.44092219 0.436921296 0.414733179 0.419486581 0.426200356 0.426200356 0.114114114 0.151295961 0.116923077 0.491620112 0.099255583 0.095117311 0.091661362 0.271252433 0.38410596
TaibonAgordino 46.300556 12.011111 278 0.262180974 0.260668973 0.257549858 0.254504505 0.250563063 0.257403189 0.23988764 0.235195531 0.236042012 0.119757174 0.097802198 0.097855965 0.100278552 0.137101287 0.140537514
Tambre 46.130833 12.423611 279 2.248908297 2.265536723 2.289974619 2.520102106 2.737083061 2.619607843 0.27495043 0.26982012 0.27826087 2.593728698 0.578875171 0.582120582 0.592982456 2.826178747 2.822704975
Trichiana 46.074722 12.131111 280 0.013636364 0.013565453 0.020481657 0.010013351 0.010683285 0.016782278 0.013549534 0.015539505 0.013129574 0.014915832 0.015122873 0.015081693 0.019178653 0.023908524 0.026783889
ValladaAgordina 46.371111 11.931111 281 0.851657941 0.86631016 0.86940966 0.874100719 0.867857143 1 0.982300885 0.925925926 0.996409336 0.745945946 0.584440228 0.614643545 0.615830116 0.813592233 0.860510806
VallediCadore 46.420556 12.336111 282 0.261859583 0.266730402 0.258928571 0.264204545 0.282051282 0.282608696 0.069167073 0.070745698 0.068665377 0.111163448 0.152060635 0.161383285 0.181071946 0.170673077 0.177884615
Vas 45.940000 11.938333 283 0.039145907 0.039379475 0.039473684 0.044444444 0.043879908 0.043378995 0.020247469 0.01980198 0.020156775 0.042458101 0.020293123 0.020979021 0.021101993 0.044496487 0.044496487
VigodiCadore 46.500278 12.472222 284 1.204826368 1.179078014 1.1875 1.191044776 1.147272727 1.157178218 1.099208764 0.460694698 1.119652821 0.952859837 0.861318408 0.815939279 0.886900958 1.218287186 1.218287186
VodoCadore 46.420000 12.246667 285 0.563034188 0.560638298 0.560042508 0.561702128 0.563500534 0.562300319 0.251041667 0.265438787 0.263100437 0.17199559 0.208194906 0.204671858 0.204241071 0.287418655 0.306593407
VoltagoAgordino 46.274722 12.005556 286 0.950199203 0.95879397 0.967545639 0.964539007 0.926706827 0.94752775 0.91002045 0.939362795 0.918472652 0.562124248 0.501519757 0.494855967 0.490526316 0.567887931 0.583610188
ZoldoAlto 46.376389 12.127500 287 3.331456154 3.39495114 3.417627677 3.383913765 3.53125 3.632867133 3.638543517 3.720142602 3.762167126 3.905990783 2.74535316 2.527001862 2.602079395 2.866537718 3.098716683
ZoppèdiCadore 46.388611 12.172222 288 0.262295082 0.263157895 0.264026403 0.223728814 0 0.147058824 0.08361204 0.085616438 0.089605735 0.087591241 0.124087591 0.052830189 0.051660517 0.166051661 0.169172932
Altivole 45.754444 11.956111 289 0 0 0 0 0 0.000483715 0.002222222 0.002979457 0.002155504 0.004283966 0.007897934 0.008085043 0.010283159 0.010092146 0.01004513
Arcade 45.786389 12.219444 290 0 0 0 0 0 0 0 0 0 0 0 0 0 0.00136147 0.001348012
Asolo 45.804167 11.914167 291 0.025136154 0.02451982 0.024028835 0.02370351 0.03334205 0.034750509 0.035370167 0.032122905 0.033176982 0.035423268 0.034186149 0.037085231 0.041963323 0.042100741 0.040517607
BorsodelGrappa 45.822222 11.800278 292 0.021783068 0.023596242 0.022978723 0.022332506 0.02601626 0.02743292 0.024190402 0.029919448 0.023155929 0.038342722 0.039011474 0.070013899 0.069991402 0.071294559 0.075138679
BredadiPiave 45.724444 12.331389 293 0 0 0 0 0.000472218 0.000455789 0.008729812 0.008472183 0.008299903 0.011931894 0.014347769 0.01368095 0.013537676 0.016301579 0.016014235
CaeranodiSanMarco 45.787500 12.001944 294 0.010493029 0.011189802 0.011803185 0.011756374 0.011808223 0.015031197 0.01541912 0.015846769 0.014836795 0.016188471 0.011883465 0.011711371 0.011580127 0.012173913 0.012716049
CappellaMaggiore 45.970833 12.362778 295 0 0 0.000913868 0.000905592 0 0.00159417 0.000448129 0 0.000446728 0 0 0.000437063 0.003058104 0.002571796 0.005721551
Carbonera 45.680556 12.286944 296 0 0 0 0 0 0.000198413 0.000193349 0.000189125 0.000186202 0.000184928 0.000548948 0.000545703 0.000723 0.000536337 0.00071168
CasalesulSile 45.599167 12.326667 297 0.003009148 0.002940139 0.002865658 0.007519628 0.007451721 0.009436744 0.008577753 0.010292953 0.0079338 0.0109927 0.010389398 0.009984701 0.009576573 0.008835718 0.010315675
Casier 45.635556 12.258333 298 0.002929427 0.002837977 0.002711697 0.002568893 0.003798458 0.003645331 0.003528435 0.003429148 0.003318044 0.005818318 0.005677136 0.007589447 0.012585401 0.008473812 0.008419167
Castelcucco 45.835556 11.882778 299 0.029808774 0.021384356 0.031045752 0.030971129 0.035181237 0.033622007 0.036062378 0.031791908 0.035137702 0.029759093 0.031929662 0.029912563 0.032437442 0.019369369 0.019634703
CastelfrancoVeneto 45.673056 11.926667 300 0.013807997 0.013652981 0.013542135 0.013821371 0.01382021 0.014427581 0.015243996 0.015290427 0.015072024 0.01755023 0.017535446 0.017683308 0.017461024 0.019264967 0.01989814
CastellodiGodego 45.693889 11.881111 301 0.001912655 0.001903251 0.0042708 0.004253308 0.004249961 0.004225352 0.004143011 0.010061571 0.004008909 0.008604346 0.012708839 0.013394129 0.013263722 0.013235708 0.013500211
CavasodelTomba 45.861111 11.897222 302 0.007952286 0.005546751 0.016380655 0.013750955 0.014875418 0.017347308 0.015357766 0.004799451 0.01508399 0.047683924 0.0475382 0.049578415 0.049395161 0.04882099 0.048562934
Cessalto 45.713333 12.613056 303 0.012238325 0.012179487 0.01221865 0.012234385 0.012048193 0.011620603 0.011430337 0.011091127 0.010752688 0.010369955 0.011684783 0.011720831 0.011624835 0.012970169 0.012804097
Chiarano 45.730278 12.582500 304 0.000978793 0 0 0 0 0 0 0 0 0.004490598 0.005546312 0.005372012 0.005364807 0.004828326 0.004828326
Cimadolmo 45.788056 12.363056 305 0.003131851 0.00311042 0.003068426 0.004260499 0.004194128 0.00383594 0.004926108 0.002874389 0.004962055 0.002920561 0.004916136 0.004901961 0.004917559 0.004873853 0.004897724
CisondiValmarino 45.971667 12.142500 306 0.050854353 0.006846557 0.009928515 0.012020163 0.016783763 0.050485437 0.050037908 0.053373999 0.049754994 0.08672499 0.086284853 0.082992185 0.086264347 0.082783883 0.082632541
Codognè 45.868889 12.433611 307 0.00203832 0.00203376 0.002017349 0.003177756 0.003151467 0.003138486 0.003083446 0.005149723 0.003038936 0.011081391 0.022955796 0.023491825 0.023338312 0.023208318 0.023251488
ColleUmberto 45.942500 12.343333 308 0.001593444 0.005431093 0.005196566 0.005091875 0.005022931 0.004918734 0.004770794 0.004693878 0.004607372 0.010555666 0.010888933 0.010723338 0.010671323 0.010617761 0.010605476
Conegliano 45.887222 12.297222 309 0.01316353 0.01316541 0.012815413 0.013326135 0.013533149 0.014024529 0.013687872 0.016392982 0.013738739 0.016446998 0.018248072 0.018865799 0.018527862 0.018882175 0.019133938
Cordignano 45.950833 12.416111 310 0.003491852 0.003465347 0.003428571 0.003371869 0.003604451 0.003536829 0.003422619 0.003339141 0.003301277 0.003290415 0.003268903 0.003245837 0.002679453 0.006721748 0.007590666
Cornuda 45.833056 12.006944 311 0.001258993 0 0.004431053 0 0.000696864 0.000684229 0.000842602 0 0.000831255 0.009998334 0.009756098 0.008895358 0.008766337 0.008713561 0.008692903
CrespanodelGrappa 45.829444 11.839722 312 0.054259759 0.048717345 0.049172687 0.051599346 0.039406583 0.038559814 0.035825545 0.025549878 0.035454746 0.030047557 0.026912481 0.026641494 0.036394414 0.036371326 0.0364484
CrocettadelMontello 45.823889 12.019722 313 0.003142458 0.003143007 0.004531196 0.005238345 0.004555011 0.005215577 0.005171522 0.003444119 0.005196605 0.015307878 0.01402975 0.013858741 0.01259112 0.013136289 0.013114754
FarradiSoligo 45.908056 12.124722 314 0.020250849 0.02007252 0.021476337 0.021211736 0.018877486 0.020519836 0.022309873 0.024804335 0.021412516 0.02613464 0.029101742 0.025876745 0.01474893 0.02467895 0.02436067
Follina 45.955000 12.118889 315 0.038157151 0.034686971 0.037385766 0.055038335 0.056743421 0.063846558 0.068275154 0.068384792 0.0667001 0.066868534 0.066532764 0.066450162 0.066185618 0.068051038 0.068767192
Fontanelle 45.832222 12.468611 316 0 0 0 0 0 0 0.001083619 0.000709975 0.001057269 0.001743679 0.001717328 0.001704739 0.001718508 0.001730703 0.001714384
Fonte 45.786111 11.870556 317 0.010471204 0.01039261 0.010135135 0.001087153 0.001093494 0.011854824 0.001962884 0.003140813 0.001891334 0.004248088 0.004163891 0.003268508 0.004709321 0.00568551 0.006596943
Fregona 46.009722 12.340556 318 0.01465576 0.011608057 0.014925373 0.017844887 0.017099863 0.019164956 0.014536849 0.014015645 0.013830814 0.015389548 0.017704711 0.017549358 0.016661427 0.016546987 0.021049325
Gaiarine 45.879722 12.483611 319 0 0 0 0 0 0 0 0 0 0 0.001940178 0.001927092 0.00193299 0.003894207 0.003901805
GiaveradelMontello 45.803333 12.168611 320 0.000968054 0 0 0 0 0 0.001304064 0.00125 0.001208946 0.001593308 0.001583218 0.001550688 0.003486345 0.004221838 0.005563016
GodegadiSant'Urbano 45.929722 12.398611 321 0.004210881 0.004160426 0.004166667 0.004191818 0.004529441 0.004529441 0.00567992 0.006286187 0.005625414 0.006247945 0.00621626 0.006213211 0.006188925 0.014741617 0.014803969
GorgoalMonticano 45.788333 12.551667 322 0.012843565 0.01321474 0.01313463 0.01306861 0.013052209 0.01275 0.012281995 0.012159533 0.012071463 0.018341893 0.018446602 0.023648649 0.023428162 0.023316679 0.023047977
Istrana 45.680278 12.099722 323 0.002257636 0.002227171 0.002205787 0.002193831 0.002192417 0.002053652 0.001998002 0.002675423 0.001878375 0.006206183 0.006092745 0.006303218 0.006207798 0.006215921 0.006380448
Loria 45.731111 11.866111 324 0.00245265 0.002416756 0.002369356 0.002333722 0.002311545 0.002262443 0.002184201 0.002131186 0.002119143 0.00209351 0.002057378 0.002243913 0.002665482 0.002742431 0.00272539
Mansuè 45.823611 12.540833 325 0 0 0 0 0.003378378 0.004744958 0.004666356 0.004518753 0.004435573 0.003873467 0.00371824 0.005273834 0.005264224 0.005011024 0.004971167
MarenodiPiave 45.847500 12.355000 326 0 0 0 0 0 0.000996264 0.001708567 0.001631131 0.001569859 0.004806117 0.004699348 0.004873914 0.003687316 0.003630705 0.003185041
Maser 45.809444 11.977500 327 0 0 0 0 0.000824742 0.002473717 0.00555327 0.008446642 0.005597015 0.013424205 0.014486839 0.015265622 0.015969274 0.016666667 0.017406963
MaseradasulPiave 45.755556 12.315278 328 0.003747002 0.003660858 0.003568879 0.003439263 0.003290773 0.003115653 0.003012048 0.003475843 0.002829975 0.003330373 0.003609713 0.003778066 0.005021368 0.004683841 0.004687833
MedunadiLivenza 45.807500 12.613611 329 0.014659271 0.014492754 0.01410061 0.013930723 0.013708781 0.013729128 0.01350858 0.01316726 0.012869565 0.012838307 0.012619372 0.012538123 0.012512682 0.012462108 0.014468371
Miane 45.945833 12.095556 330 0.00482509 0.002396645 0.003558719 0.005861665 0.009932807 0.009733753 0.009194762 0.009560229 0.009073412 0.01961326 0.018852232 0.021270718 0.022522523 0.021720733 0.0211489
MoglianoVeneto 45.563056 12.236667 331 0.019698637 0.016454834 0.020072442 0.020670475 0.024364326 0.024959408 0.025604973 0.025475606 0.025049774 0.0289808 0.029338887 0.026486064 0.02912 0.030588654 0.044928143
MonastierdiTreviso 45.651944 12.434167 332 0.102116705 0.102116705 0.101854494 0.101104503 0.100506757 0.099916037 0.09322731 0.091103966 0.090209605 0.091096243 0.095047524 0.090196078 0.087890625 0.087697929 0.086746988
Monfumo 45.833056 11.921389 333 0.011879804 0 0.011699931 0.011797363 0.011896431 0.016185785 0.014685315 0.00138217 0.014522822 0.014354067 0.035762483 0.034859877 0.025342466 0.035075653 0.036856745
Montebelluna 45.776667 12.045000 334 0.008762984 0.00909193 0.009016028 0.008872363 0.008141849 0.007998862 0.009321505 0.009367842 0.009047491 0.01037275 0.011662384 0.010669002 0.010727672 0.010679581 0.012107695
Morgano 45.635833 12.083333 335 0.002196595 0 0 0 0 0 0 0 0 0 0 0.000482044 0.000472478 0.002993323 0.002959253
MoriagodellaBattaglia 45.867222 12.100833 336 0.003903201 0.003840246 0.003815338 0.003795066 0.005683971 0.005643341 0.005514706 0.005407354 0.005442671 0.003590664 0.00491573 0.004922644 0.004987531 0.006470165 0.006435467
MottadiLivenza 45.777222 12.611111 337 0.009910803 0.007207401 0.010486577 0.010334849 0.01038206 0.010306091 0.010035123 0.01114317 0.009727626 0.012767192 0.016723356 0.016652634 0.015474069 0.016576644 0.018911439
NervesadellaBattaglia 45.825833 12.209444 338 0 0 0 0.001345493 0.001350743 0.002971768 0.002931262 0.0027346 0.002879355 0.013089758 0.012289225 0.012282205 0.014478211 0.01482441 0.014811619
Oderzo 45.783333 12.494444 339 0.011676647 0.011043819 0.011492898 0.011581888 0.011707036 0.01248094 0.014747964 0.011974767 0.013999164 0.014629372 0.015831268 0.017408704 0.017652909 0.017857143 0.018221109
Ormelle 45.780556 12.420000 340 0 0 0 0 0 0 0 0.000703895 0 0.000923574 0.00090151 0.000892857 0.000888494 0.000892459 0.000891464
Orsago 45.932500 12.422500 341 0.007074137 0.00704821 0.007026419 0.006979341 0.006946374 0.006881365 0.006698821 0.006549646 0.006508722 0.007800312 0.009987196 0.009956599 0.003618506 0.011093911 0.011977574
PadernodelGrappa 45.828056 11.852500 342 0.019957983 0.011093502 0.019689119 0.012787724 0.082710513 0.072691552 0.070503597 0.070375654 0.068981699 0.090822634 0.099247413 0.053513262 0.066050808 0.06332574 0.201905626
Paese 45.673056 12.156667 343 0.003258087 0.003201647 0.003147836 0.003292723 0.003250271 0.00334253 0.003288967 0.003316916 0.003131422 0.004337558 0.004149378 0.004116368 0.00413299 0.004465303 0.004536176
Pederobba 45.859167 11.987222 344 0.00058548 0.000580804 0.000569719 0.002119842 0.001557191 0.00237397 0.001659522 0.000274537 0.001638002 0.002185195 0.002856366 0.003884275 0.00343688 0.004604052 0.0048442
PievediSoligo 45.901111 12.172500 345 0.023987099 0.023776501 0.023497161 0.023207152 0.022797347 0.022351975 0.020960467 0.021226824 0.020194274 0.021566306 0.022577689 0.02364418 0.024565164 0.02327494 0.024141895
PontediPiave 45.717500 12.463611 346 0.02439401 0.022506083 0.023365868 0.022697888 0.024667134 0.02157378 0.023700512 0.023941799 0.023081967 0.03434422 0.033940918 0.03217059 0.034524826 0.027440125 0.026809015
PonzanoVeneto 45.719167 12.209167 347 0.003186163 0.000877867 0.000850973 0.017503647 0.017520627 0.017679234 0.018130578 0.017716174 0.017345196 0.016220956 0.015719262 0.015567766 0.017024063 0.016962909 0.016876615
Portobuffolè 45.854722 12.538611 348 0.120815138 0.110795455 0.118911175 0.117563739 0.111564626 0.108609272 0.105128205 0.105582524 0.100861009 0.105072464 0.106586826 0.108935129 0.110421836 0.110696517 0.112515803
Possagno 45.856667 11.881111 349 0.067121133 0.064751958 0.064679131 0.062899263 0.063147509 0.061835749 0.051979018 0.050603528 0.050674105 0.015419501 0.056620597 0.05619469 0.019512195 0.018352731 0.012107623
Povegliano 45.759722 12.206111 350 0 0 0 0.001990545 0.001938454 0.001867414 0.004958305 0.004793028 0.004728132 0.004605401 0.002852486 0.002785515 0.002761886 0.002749951 0.00548912
Preganziol 45.604444 12.235833 351 0.012549351 0.012422796 0.012323331 0.016151109 0.031305175 0.024958292 0.029840073 0.029646379 0.028300142 0.034346022 0.03241745 0.032072563 0.031787144 0.031659325 0.032108203
QuintodiTreviso 45.646389 12.168056 352 0.006230189 0.00595883 0.006777838 0.00673005 0.006789525 0.007001293 0.007580611 0.007561235 0.007553191 0.008234797 0.009643302 0.035736228 0.035586826 0.033719277 0.033464369
Refrontolo 45.924444 12.206944 353 0.014029181 0.01393534 0.006553796 0.017400761 0.036524626 0.021642619 0.014925373 0.014835165 0.015 0.022803115 0.028443949 0.024458032 0.03415978 0.026838433 0.026472177
Resana 45.632500 11.956944 354 0 0 0 0.00081367 0.000799467 0.000783597 0.001636867 0.000855118 0.00154321 0.004410399 0.004230684 0.004164384 0.005533854 0.005774783 0.005686605
RevineLago 45.992778 12.231111 355 0.189922481 0.181818182 0.188496858 0.185625892 0.203110273 0.173872617 0.286700414 0.283105023 0.286964532 0.127356322 0.11481976 0.133837261 0.129572499 0.143172779 0.127706584
RiesePioX 45.730833 11.919722 356 0 0 0 0.003980308 0.003946822 0.004278293 0.004180352 0.003732443 0.004059148 0.003618703 0.005690299 0.005637187 0.005584546 0.00555758 0.004889976
Roncade 45.629722 12.376389 357 0.004232267 0.004219765 0.004221547 0.005301245 0.005455766 0.006191184 0.005484756 0.005495368 0.005151125 0.009487807 0.011364464 0.011789232 0.01830354 0.015832627 0.016107571
Salgareda 45.705278 12.493889 358 0.003878224 0.002684564 0.002629602 0.002569279 0.007862759 0.008350731 0.003711201 0.003605375 0.003539823 0.007554297 0.016489444 0.010917362 0.007563152 0.007471608 0.007463801
SanBiagiodiCallalta 45.684722 12.376944 359 0.006996723 0.005402533 0.006978799 0.006931649 0.006479293 0.00700035 0.007882111 0.009767599 0.007523101 0.008408745 0.008508977 0.008332696 0.009880672 0.009488666 0.00952165
SanFior 45.921389 12.357778 360 0.009392821 0.011344678 0.011219271 0.010416667 0.011166855 0.011100386 0.011024125 0.010854176 0.01078462 0.010250918 0.010034447 0.009837028 0.009736957 0.009365994 0.009384926
SanPietrodiFeletto 45.914167 12.253056 361 0.004494863 0.003633255 0.005529562 0.00723589 0.008413708 0.009543147 0.009701049 0.01088647 0.00951087 0.01648773 0.016792453 0.015387502 0.015254549 0.016063516 0.017784365
SanPolodiPiave 45.792500 12.395833 362 0.005303205 0.005204797 0.005150022 0.005112247 0.005050505 0.007688928 0.011139674 0.009494324 0.010673235 0.009361009 0.009334416 0.00679185 0.006790493 0.006771559 0.006814993
SantaLuciadiPiave 45.851667 12.287222 363 0 0 0 0 0 0 0 0 0 0.000598516 0.000582615 0.000567795 0.000561041 0.000553587 0.000547106
SanVendemiano 45.888611 12.345278 364 0.006860658 0.00683801 0.00679316 0 0.008887876 0.010257554 0.010670732 0.011753392 0.010343008 0.011485852 0.011576227 0.011316561 0.011101199 0.010999901 0.010873824
SanZenonedegliEzzelini 45.780556 11.840556 365 0.009427828 0.009318766 0.009141056 0.009003415 0.008880723 0.010802701 0.011370262 0.011186003 0.010899944 0.013355593 0.014172799 0.014899093 0.016592473 0.015819815 0.016044926
Sarmede 45.979444 12.385000 366 0.011076497 0.010936432 0.010936432 0.01149814 0.011299435 0.011187891 0.01252472 0.012309686 0.012082671 0.012618297 0.013845186 0.013063764 0.00744879 0.007495315 0.009375
Segusino 45.916944 11.954444 367 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
SernagliadellaBattaglia 45.875833 12.133611 368 0.00230701 0.002296414 0.002267574 0.002254987 0.000690489 0.000676133 0.002988048 0.001620483 0.002883691 0.00284495 0.002827965 0.002795465 0.002820874 0.002831079 0.002804175
Silea 45.654444 12.299167 369 0.007793088 0.007714669 0.007628524 0.008052063 0.008021097 0.010207337 0.01655905 0.016484079 0.016251022 0.025101626 0.025765383 0.030451278 0.030640669 0.02915596 0.029784724
Spresiano 45.781111 12.259167 370 0.008290608 0.01343797 0.013030335 0.007814107 0.008192304 0.008613618 0.008625013 0.008468735 0.008204541 0.019294682 0.019854461 0.018842887 0.018321666 0.018950064 0.019784325
Susegana 45.852222 12.250556 371 0.008978786 0.005425831 0.007002398 0.005631159 0.013554916 0.013571364 0.014830698 0.014251781 0.014383502 0.013369667 0.017033059 0.016004644 0.015725873 0.010949813 0.01680881
Tarzo 45.973611 12.233056 372 0.045570206 0.032389581 0.042477085 0.043708609 0.043650794 0.045306742 0.045004307 0.029329908 0.044878677 0.044873184 0.035877365 0.033549784 0.033629855 0.0192599 0.020399306
Trevignano 45.742500 12.086111 373 0 0 0 0 0 0 0 0.000418323 0 0.001093766 0.001070143 0.001630852 0.002648505 0.002826722 0.002810831
Treviso 45.666389 12.245278 374 0.011607319 0.010281266 0.010480488 0.010673135 0.013989676 0.015033214 0.015542961 0.017208203 0.0153764 0.018993921 0.019463021 0.019937717 0.020715745 0.022051276 0.020152947
Valdobbiadene 45.902500 11.997222 375 0.012182551 0.008786689 0.009843442 0.010216515 0.015725047 0.018204112 0.025046904 0.027666511 0.024745134 0.040070658 0.042142393 0.043048499 0.043991515 0.044963531 0.046877895
Vazzola 45.838889 12.380278 376 0.002500834 0.002465078 0.002408478 0.002374921 0.002335721 0.002421308 0.003128725 0.003095975 0.003081438 0.00305499 0.003023758 0.002992732 0.00295733 0.003658365 0.003651173
Vedelago 45.687222 12.019722 377 0.011913571 0.010709801 0.009878531 0.011564036 0.009604969 0.0094226 0.009357369 0.009125067 0.008930917 0.009642401 0.011825893 0.011303555 0.011496328 0.011931886 0.011356165
Vidor 45.863333 12.039167 378 0 0 0 0 0 0 0.000564812 0.000830565 0.000548546 0.002739726 0.001869658 0.001844046 0.001840652 0.001047395 0.001053186
Villorba 45.713333 12.260000 379 0.005357803 0.005345294 0.00523088 0.006585974 0.006553312 0.006682938 0.008133833 0.008254113 0.008004087 0.008237883 0.017116817 0.01824939 0.017671575 0.017845267 0.033060593
VittorioVeneto 45.990556 12.296944 380 0.011290043 0.009158399 0.011227416 0.012324065 0.011835334 0.012199719 0.013128128 0.012791213 0.013103425 0.014682117 0.014615279 0.015393036 0.017254365 0.018160475 0.019349256
VolpagodelMontello 45.778333 12.125278 381 0.004473773 0.004481793 0.005076702 0.004818222 0.004845815 0.004838355 0.006141024 0.006035784 0.005984185 0.006488749 0.008800655 0.009708738 0.009277935 0.008978452 0.01017284
ZensondiPiave 45.679167 12.492222 382 0.005628518 0 0.005454545 0 0 0.003488372 0.003380282 0.003387916 0.003393665 0.003395586 0.003314917 0 0 0 0.002190581
ZeroBranco 45.602222 12.168333 383 0.000630994 0.000624532 0.000610277 0.0011946 0.002093997 0.00207087 0.002373954 0.001749399 0.002210526 0.003752155 0.003202329 0.003110567 0.00306606 0.003097385 0.003622532
AnnoneVeneto 45.797500 12.685833 384 0.003840473 0.003823529 0.003768116 0.004039238 0.003715347 0.003656821 0.003565551 0 0.003429174 0 0.003302846 0 0 0 0
CampagnaLupia 45.356944 12.098333 385 0.007530844 0.007512788 0.007518797 0.007544141 0.008595989 0.008436182 0.008300031 0.003660769 0.008056094 0.003240536 0.011804139 0.011723838 0.01918946 0.027889016 0.02896493
CampolongoMaggiore 45.333056 12.050278 386 0 0 0 0 0 0 0 0 0 0 0 0 0.000687825 0.000679612 0.000673077
Camponogara 45.385833 12.074167 387 0 0 0 0 0 0 0 0 0 0.000656707 0.000809323 0.001428912 0.001413317 0.001389103 0.001375936
Caorle 45.602500 12.888333 388 4.411625044 4.320447787 4.430623686 4.285763949 4.312285337 4.602814699 4.431560892 4.397000254 4.343644923 4.406661633 4.574721314 5.088595979 5.076647803 4.847074468 4.954454787
Cavarzere 45.136667 12.083889 389 0.002802691 0.003453472 0.002849364 0.002886651 0.004586267 0.004591309 0.004613086 0.004617886 0.00464964 0.004671667 0.004116319 0.00553149 0.00607355 0.00634433 0.004941899
Ceggia 45.686111 12.637778 390 0.001607071 0.001603849 0.001586672 0.001569243 0.001568627 0.003288201 0.003215434 0.00314291 0.003087541 0.001408947 0.002882333 0.002792378 0.006611837 0.005266518 0.005224826
Chioggia 45.220556 12.279444 391 0.531531703 0.534065682 0.541497723 0.541889861 0.542879212 0.589444971 0.607632435 0.593949665 0.614329059 0.570802547 0.561303134 0.774999509 0.759473726 0.494671824 0.474495848
CintoCaomaggiore 45.826111 12.786667 392 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014427412
Cona 45.194444 12.041667 393 0 0 0 0 0 0.002757353 0.002768379 0.002767528 0.002766677 0.002782071 0.002796768 0.002800249 0.002799378 0.002813379 0.004684572
ConcordiaSagittaria 45.757222 12.845278 394 0.003601213 0.003597803 0.000757504 0.002936718 0.004006869 0.003971256 0.004421033 0.004406112 0.004390062 0.006259927 0.00863109 0.016079561 0.011886934 0.013251213 0.011384845
Dolo 45.425556 12.075556 395 0.010231594 0.010219583 0.010327733 0.011155488 0.012343967 0.014160766 0.015528377 0.013717421 0.01540454 0.018505873 0.019472617 0.021731885 0.024738029 0.023439558 0.023435454
Eraclea 45.578889 12.673056 396 0.794162579 0.812214475 0.747924649 0.751181986 0.747998719 0.757143994 0.747255351 0.736195353 0.746194495 0.598628734 0.962250824 1.089530065 1.103861725 0.721071959 0.718571763
Fiessod'Artico 45.419167 12.033611 397 0.019947962 0.02185982 0.022264742 0.022264742 0.02472765 0.026210351 0.02614585 0.022623747 0.024943651 0.022848665 0.030883615 0.029739777 0.028914057 0.026714616 0.027092964
FossaltadiPiave 45.648611 12.513889 398 0 0 0 0.005344871 0.005230386 0.005111977 0.005016722 0.004968062 0.004955168 0.004955168 0.004966887 0.00490425 0.005886508 0.005921364 0.005871301
FossaltadiPortogruaro 45.792222 12.909167 399 0.001738828 0.001724138 0.003937682 0.003941731 0.003932969 0.003932296 0.005603668 0.005535055 0.005552751 0.00590518 0.007 0.008632138 0.008263097 0.007565789 0.008314314
Fossò 45.388333 12.050278 400 0.001417686 0.001392515 0.001371272 0.001347028 0.001350895 0.001339809 0.007818999 0.007672217 0.007523611 0.007409743 0.010108746 0.012215352 0.012915677 0.009539184 0.009380863
Gruaro 45.831389 12.841111 401 0 0 0.003382187 0.005569996 0.005578282 0.00818757 0.008142117 0.008067473 0.008017493 0.007982583 0.008020416 0.007896626 0.007793128 0.005298481 0.017296152
Jesolo 45.540000 12.641389 402 3.490210744 3.467167391 3.408380402 3.447811301 3.584712199 3.573286513 3.579160452 3.56542948 3.533829841 3.693104456 2.520962003 2.842974874 2.798549461 2.468809812 2.415581395
Marcon 45.555556 12.299167 403 0.003130288 0.004429957 0.004385602 0.004367172 0.005003281 0.004940872 0.004859783 0.004727216 0.00461457 0.005026956 0.025127382 0.028204093 0.026061588 0.025724683 0.025019833
Martellago 45.548333 12.156667 404 0 0 0 0 0.000308151 0.00030667 0.000304244 0.000302663 0.00029979 0.000887137 0.002271629 0.008986307 0.010130519 0.008365055 0.008319701
Meolo 45.622500 12.451944 405 0.005719237 0.022460263 0.021461421 0.021109063 0.020795511 0.005646072 0.021368203 0.020888542 0.021049325 0.020875526 0.022053114 0.022042844 0.027022854 0.025738654 0.025793651
Mira 45.435000 12.122500 406 0.014976608 0.01493861 0.015896314 0.018744117 0.020624982 0.02209557 0.022082279 0.02155447 0.021286748 0.023266844 0.026799188 0.034417861 0.029003783 0.028856028 0.029733118
Mirano 45.494722 12.112500 407 0.008039134 0.011469371 0.011514851 0.01416409 0.014963545 0.015345661 0.01499044 0.014470007 0.014941302 0.015127267 0.021962599 0.027524656 0.024407539 0.036303874 0.036445295
