Comune Provincia Codice Latitudine Longitudine 97ALB 97ALBPL 97CMP 97CMPPL 98ALB 98ALBPL P8CMP 98CMPPL 99ALB 99ALBPL 99CMP 99CMPPL 00ALB 00ALBPL 00CMP 00CMPPL 01ALB 01ALBPL 01CMP 01CMPPL 02ALB 02ALBPL 02CMP 02CMPPL 03ALB 03ALBPL 03CMP 03CMPPL 04ALB 04ALBPL 04CMP 04CMPPL 05ALB 05ALBPL 05CMP 05CMPPL 06ALB 06ALBPL 06CMP 06CMPPL 07ALB 07ALBPL 07CMP 07CMPPL 08ALB 08ALBPL 08CMP 08CMPPL 09ALB 09ALBPL 09CMP 09CMPPL 10ALB 10ALBPL 10CMP 10CMPPL
Schiavon VI 197 45.69861111 11.64472222 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 75 0 0 1 145 0 0 1 145 0 0 1 112 0 0 1 159 0 0
Schio VI 198 45.71527778 11.36166667 11 399 2 135 10 363 2 135 9 347 3 275 9 347 3 275 9 347 3 275 10 401 8 373 10 387 8 373 10 387 10 385 10 387 9 378 10 389 12 395 10 379 13 436 10 378 11 434 11 541 25 472 11 541 29 497
Solagna VI 199 45.81527778 11.72138889 2 62 0 0 2 62 0 0 2 62 0 0 2 62 0 0 2 62 0 0 2 52 0 0 2 52 0 0 2 52 1 6 2 52 0 0 3 76 6 74 3 93 9 106 3 93 8 100 3 93 8 96 3 93 6 94
Sossano VI 200 45.35888889 11.50972222 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 3 45 0 0 2 32 1 6 2 32 1 6 2 32 1 6 2 32 1 6 2 32 1 6
Sovizzo VI 201 45.52944444 11.4475 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 18 0 0 1 18 0 0 2 23 0 0 1 18 0 0 2 23 0 0 3 29 0 0 2 32 0 0 2 32 0 0 2 32
TezzesulBrenta VI 202 45.685 11.70361111 3 107 1 10 3 113 1 10 3 113 1 10 4 125 1 6 5 137 1 6 5 144 1 6 4 129 1 6 4 129 2 12 4 129 2 10 4 126 1 6 5 139 2 8 4 126 1 6 4 126 1 6 4 126 9 38
Thiene VI 203 45.70888889 11.47805556 6 190 0 0 6 196 0 0 6 191 0 0 6 191 0 0 6 195 0 0 6 192 1 25 6 195 1 25 6 195 2 30 6 195 2 30 6 193 5 100 6 193 5 34 5 146 3 26 5 146 3 26 5 146 3 26
TonezzadelCimone VI 204 45.85833333 11.34611111 8 284 13 837 9 298 9 657 9 302 9 657 9 302 612 3813 8 289 613 3905 8 289 11 924 8 289 14 941 8 289 12 839 8 289 14 941 7 265 201 1832 8 278 238 1965 8 284 238 1704 8 284 243 1740 8 284 224 1713
Torrebelvicino VI 205 45.71888889 11.31138889 2 42 0 0 2 42 0 0 2 42 0 0 2 42 0 0 2 42 0 0 1 24 1 8 1 24 1 8 1 24 2 15 1 24 2 15 0 0 1 8 1 15 2 15 1 15 1 8 1 15 3 14 1 15 5 20
TorridiQuartesolo VI 206 45.52138889 11.61694444 0 0 0 0 0 0 0 0 0 0 1 7 1 200 2 19 1 200 2 19 1 201 2 19 1 201 3 29 1 201 4 33 1 201 4 32 1 201 8 55 1 201 8 58 1 201 4 49 1 201 4 49 1 201 4 49
Trissino VI 207 45.56888889 11.36972222 3 92 0 0 3 92 0 0 3 92 0 0 3 92 1 4 3 92 0 0 3 100 1 4 3 100 1 4 3 100 1 4 3 100 1 4 2 42 2 14 3 106 2 14 3 106 2 14 3 106 2 14 3 106 3 18
Valdagno VI 208 45.64722222 11.3 5 138 1 10 5 138 1 10 5 138 1 10 5 138 2 13 5 138 2 13 5 149 1 11 4 108 1 11 4 108 2 9 4 108 2 14 3 66 2 9 3 69 4 17 3 69 2 6 3 69 2 6 3 69 2 8
Valdastico VI 209 45.88583333 11.36361111 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 1 9 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0 1 14 0 0
VallidelPasubio VI 210 45.74111111 11.26111111 6 162 5 178 4 119 5 163 4 119 4 137 4 119 6 155 4 119 8 175 3 72 4 148 3 72 4 148 3 72 6 159 3 72 6 159 3 72 5 146 3 74 8 160 3 74 4 146 3 74 4 146 3 74 4 146
Valstagna VI 211 45.86166667 11.65666667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6 0 0 2 12 0 0 2 12 0 0 2 12 0 0 2 12 0 0 5 114 0 0 3 17 0 0 2 12 0 0 1 6 0 0 1 6
Velod'Astico VI 212 45.78972222 11.36666667 1 18 3 148 1 18 3 104 1 18 3 104 1 18 3 104 1 18 3 104 1 18 3 106 1 18 3 106 1 18 1 18 1 18 3 106 1 18 1 18 1 18 3 106 1 18 2 28 1 18 2 20 1 18 2 20
Vicenza VI 213 45.54972222 11.54861111 26 1920 5 227 26 2200 8 377 27 2376 8 377 27 2599 22 454 27 2590 25 498 26 2700 31 466 26 2618 32 489 24 2322 42 538 26 2618 44 540 25 2413 83 806 26 2487 107 971 26 2497 76 925 23 2490 85 1013 22 2454 86 1021
Villaga VI 214 45.40388889 11.53361111 0 0 0 0 0 0 1 18 0 0 2 26 0 0 2 26 0 0 2 26 0 0 2 34 0 0 2 34 0 0 3 38 0 0 3 38 0 0 7 83 0 0 7 83 0 0 6 90 0 0 6 72 0 0 6 72
Villaverla VI 215 45.65194444 11.49166667 0 0 0 0 1 35 0 0 1 35 0 0 1 35 1 15 1 35 1 15 1 35 1 15 1 35 1 15 1 35 1 15 1 35 1 15 1 35 3 35 1 35 4 35 1 35 4 50 1 35 4 50 1 35 9 70
Zanè VI 216 45.72305556 11.45805556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 108 0 0 1 108 0 0 1 108 0 0 1 108 0 0
Zermeghedo VI 217 45.47694444 11.37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 1 4 0 0 1 6 0 0 0 0 0 0 0 0 0 0 0 0
Zovencedo VI 218 45.42944444 11.50305556 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 8 0 0 1 8 0 0 1 8 0 0 1 8 0 0 0 0 0 0 1 8 0 0 1 10 0 0 2 16 0 0 3 23 0 0 3 23 0 0 3 23
Zugliano VI 219 45.73583333 11.52111111 1 16 0 0 1 16 0 0 1 16 1 10 1 16 1 10 1 16 1 10 1 16 2 22 1 16 2 22 1 16 2 22 1 16 2 22 1 16 0 0 1 16 2 22 1 16 2 26 1 16 2 26 1 16 2 26
Agordo BL 220 46.282500 12.034167 5 133 2 49 5 133 2 49 5 133 2 49 5 133 141 586 5 133 140 582 5 128 134 548 5 128 132 532 5 128 138 580 5 128 137 566 5 128 68 298 5 128 69 329 5 128 66 303 4 126 69 315 4 126 82 363
AlanodiPiave BL 221 45.909444 11.910278 2 67 1 24 2 67 1 24 2 67 1 24 2 91 25 130 2 91 25 131 2 91 25 131 1 76 1 25 1 76 2 29 1 76 2 29 2 90 26 140 2 90 2 34 2 90 1 25 2 90 1 25 2 90 13 81
Alleghe BL 222 46.408611 12.019722 23 880 40 145 23 909 40 145 23 911 40 145 23 922 249 1089 24 933 320 1453 23 937 307 1383 23 990 219 990 23 990 45 290 23 990 221 1001 23 990 211 1063 23 990 219 1117 23 990 220 1099 23 989 221 1099 23 992 224 1205
Arsiè BL 223 45.983333 11.756667 1 53 5 554 1 53 5 554 1 53 5 554 1 53 25 662 1 53 26 665 0 0 25 662 0 0 5 861 0 0 8 698 0 0 7 870 0 0 29 765 0 0 12 711 0 0 5 681 1 19 6 751 1 19 21 828
AuronzodiCadore BL 224 46.554167 12.437778 46 1395 32 1813 46 1402 31 1805 46 1396 31 1805 46 1846 783 5095 46 1856 783 5095 47 1875 783 5138 46 1871 36 2066 45 1847 70 2306 46 1871 48 2123 44 1796 802 5552 48 1895 507 3858 46 1834 493 3868 43 1827 511 4006 43 1830 619 4739
Belluno BL 225 46.141389 12.214444 15 614 9 1239 14 590 9 1239 14 590 10 1272 15 592 254 1994 13 553 257 1989 13 553 36 1394 13 552 13 1329 13 552 26 1385 13 552 23 1373 12 572 47 1430 13 612 48 1227 12 587 32 1161 12 590 36 1225 11 573 37 1222
BorcadiCadore BL 226 46.438611 12.219444 9 1482 6 1210 9 1486 6 1210 8 1493 6 1210 9 1506 239 2258 9 1506 239 2258 9 1506 239 2258 9 1514 97 1632 9 1514 97 1632 9 1514 97 1632 9 519 56 658 9 558 53 608 9 558 52 607 9 558 58 630 9 554 105 807
CalalzodiCadore BL 227 46.450278 12.380556 8 295 5 218 6 232 7 340 6 232 7 340 6 232 199 1099 6 248 199 1143 5 232 199 1143 5 251 198 998 6 280 11 459 5 251 201 1020 5 249 144 816 6 280 139 812 6 280 127 737 5 280 128 744 5 276 172 980
Castellavazzo BL 228 46.287778 12.308611 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 0 0 0 0 0 0 0 0 2 10 0 0 2 10 0 0 2 9 0 0 2 9 0 0 0 0 0 0 0 0 0 0 0 0
CencenigheAgordino BL 229 46.355278 11.968056 1 51 1 12 1 51 1 12 1 51 1 12 1 51 98 449 1 51 63 291 1 51 55 260 1 47 22 117 1 47 1 7 1 47 23 124 1 47 47 214 1 47 48 222 1 47 48 220 1 47 50 230 1 54 51 239
Cesiomaggiore BL 230 46.089167 11.990000 1 26 5 71 1 26 5 71 1 26 6 79 1 26 18 173 1 26 19 174 1 26 15 148 1 26 5 99 1 26 17 143 1 26 15 134 0 0 28 275 0 0 18 184 0 0 9 148 0 0 9 148 0 0 22 191
Chiesd'Alpago BL 231 46.173333 12.387500 0 0 0 0 0 0 1 20 0 0 1 15 0 0 192 901 0 0 196 919 0 0 192 901 0 0 2 24 0 0 5 30 0 0 5 37 0 0 193 892 0 0 10 52 0 0 7 41 0 0 7 41 0 0 201 934
CibianadiCadore BL 232 46.390556 12.285833 2 29 1 10 2 29 1 10 2 29 1 10 2 29 25 108 2 29 25 108 1 14 25 108 2 29 17 98 2 29 18 124 2 29 17 98 2 29 5 60 2 29 5 82 2 29 5 82 1 29 6 88 1 29 9 106
ColleSantaLucia BL 233 46.447778 12.015278 6 154 3 62 6 154 3 62 6 154 3 62 6 154 52 262 6 154 50 258 6 151 16 101 6 149 37 205 6 149 35 191 6 149 38 210 5 137 23 136 5 137 36 192 5 137 30 168 4 137 30 170 4 137 32 176
ComelicoSuperiore BL 234 46.594167 12.513333 9 314 14 224 9 346 14 224 9 346 14 224 9 346 523 2351 10 362 523 2342 9 336 523 2342 9 336 4 146 9 336 10 212 9 336 6 163 10 352 525 2357 10 352 275 1296 8 311 269 1215 8 311 279 1305 9 347 347 1641
Cortinad'Ampezzo BL 235 46.538889 12.136944 65 4834 32 4475 65 4835 32 4478 65 4834 32 4478 65 4930 1912 13039 66 5068 1912 13040 66 5082 1912 13040 63 4829 1913 12065 62 4698 73 5116 63 4829 1917 12079 57 4289 1902 11892 62 4700 229 5733 62 4700 199 5139 58 4716 204 5173 58 4719 2075 12667
DantadiCadore BL 236 46.569444 12.520833 2 60 0 0 2 60 0 0 2 60 0 0 2 60 77 340 2 60 77 340 2 60 77 340 2 60 0 0 2 60 0 0 2 60 1 4 1 36 77 340 2 60 17 77 2 60 15 65 2 60 15 65 2 60 26 109
DomeggediCadore BL 237 46.463333 12.416111 4 131 8 1180 4 131 7 1174 4 131 7 1174 4 131 181 1916 4 131 181 1823 4 131 181 1823 4 131 181 1265 4 131 11 765 4 131 182 1271 4 109 103 1118 4 109 102 1120 4 109 95 1091 4 109 100 1128 3 68 139 1319
Falcade BL 238 46.356111 11.859722 29 1256 83 877 29 1334 83 877 29 1340 83 877 29 1346 959 4868 31 1511 1074 5205 31 1589 1088 5451 30 1586 1021 5099 26 1445 946 4723 30 1586 1022 5105 26 1451 633 3631 27 1495 637 3590 28 1608 610 3458 25 1566 639 3602 25 1566 708 4117
Farrad'Alpago BL 239 46.123333 12.357778 8 154 5 755 8 158 5 755 7 143 5 763 7 148 252 1821 7 148 265 1870 7 148 221 1684 7 149 5 761 6 133 5 641 7 149 6 769 7 148 239 1641 7 148 49 823 7 148 46 803 7 148 48 810 7 148 268 1753
Feltre BL 240 46.022778 11.906389 7 193 3 147 7 149 3 147 7 149 4 153 7 149 41 314 7 149 42 313 9 234 40 292 8 226 6 199 9 264 18 264 8 226 13 233 10 278 58 438 10 223 25 230 10 223 12 170 10 222 13 127 10 222 41 259
Fonzaso BL 241 46.022500 11.798889 1 20 2 67 1 20 2 67 1 20 2 67 1 20 4 72 1 20 4 72 1 20 4 72 1 20 0 0 1 20 4 24 1 20 1 6 1 20 9 53 1 20 6 39 1 20 1 8 1 20 1 8 1 20 4 22
Canaled'Agordo BL 242 46.360556 11.915833 6 136 6 553 6 139 6 553 6 139 6 553 6 139 310 1792 6 139 310 1792 5 126 295 2233 5 131 156 1608 5 131 8 1000 5 131 156 1608 5 131 199 1848 5 131 175 1689 5 131 175 1697 5 131 181 1717 5 131 203 1812
FornodiZoldo BL 243 46.346389 12.176111 4 153 13 778 4 153 13 778 4 153 13 778 4 153 378 2432 4 153 405 2488 4 156 31 1058 3 99 18 1061 3 99 23 1084 3 99 22 1079 3 99 410 2781 4 156 221 1648 3 119 214 1624 3 119 227 1673 2 62 246 2025
Gosaldo BL 244 46.222778 11.954167 2 83 3 168 2 83 3 168 1 59 3 168 1 59 58 399 1 59 57 399 1 59 57 399 0 0 5 178 0 0 8 221 0 0 6 186 1 24 26 251 1 24 36 355 1 24 32 324 1 24 34 384 1 24 38 338
Lamon BL 245 46.050833 11.748056 3 53 2 39 3 61 1 9 3 61 1 9 3 61 222 1040 3 61 220 1028 3 61 191 911 3 61 0 0 3 61 3 8 3 61 1 2 3 61 217 1014 3 61 29 126 3 61 22 95 3 61 22 95 3 61 103 389
LaValleAgordina BL 246 46.283056 12.067500 2 31 0 0 2 31 0 0 2 31 0 0 2 31 21 80 2 31 20 74 2 31 20 74 2 31 18 40 2 31 15 46 2 31 18 40 1 19 13 120 1 19 11 69 1 19 10 59 1 19 10 59 1 14 11 110
Lentiai BL 247 46.046667 12.021111 2 28 5 133 2 28 5 133 2 28 5 127 2 28 28 203 2 30 30 240 2 30 6 163 2 30 5 153 2 30 7 188 2 30 7 160 2 30 23 207 2 30 3 65 2 30 3 65 2 30 3 65 1 19 3 173
Limana BL 248 46.100000 12.183611 1 36 0 0 1 36 0 0 1 36 1 12 1 36 4 23 1 36 4 23 1 36 2 36 1 36 2 36 1 36 6 56 1 36 4 48 1 36 4 46 1 36 7 67 1 36 4 43 1 36 4 43 1 36 4 43
LivinallongodelColdiLana BL 249 46.483056 11.955556 36 1316 37 424 35 1319 36 424 36 1421 36 424 36 1435 64 614 40 1575 62 615 38 1532 60 654 43 1752 77 679 43 1760 93 790 43 1752 81 703 42 1793 179 884 44 1836 255 1227 45 1849 201 1020 42 1869 210 1056 41 1885 206 1046
Longarone BL 250 46.270833 12.301111 4 95 3 74 5 140 3 74 5 140 3 74 5 140 5 94 5 140 5 94 5 140 4 85 5 140 3 57 5 140 4 63 5 140 4 63 5 146 5 65 5 146 6 76 5 146 3 57 5 146 3 57 5 146 4 62
LorenzagodiCadore BL 251 46.481389 12.458333 4 149 4 236 4 149 4 236 4 149 4 236 4 149 165 926 4 149 165 934 4 149 165 934 3 121 166 611 3 121 4 162 3 121 166 611 3 121 66 332 3 121 54 344 3 121 42 317 3 120 51 359 3 120 91 562
LozzodiCadore BL 252 46.486389 12.440833 2 39 4 50 2 17 6 67 2 39 6 67 2 39 68 345 2 39 68 345 0 0 68 345 0 0 67 250 0 0 68 259 0 0 67 250 0 0 40 211 0 0 43 233 0 0 38 201 0 0 37 194 0 0 54 257
Mel BL 253 46.061667 12.080278 5 92 4 33 5 92 4 33 5 92 3 25 5 92 18 100 5 109 22 137 5 109 8 66 5 109 3 21 5 109 12 75 5 109 10 61 4 87 11 68 5 109 15 95 5 109 6 45 4 104 6 45 4 104 6 45
OspitalediCadore BL 254 46.332778 12.323611 0 0 1 11 0 0 1 11 0 0 1 11 0 0 1 11 0 0 0 0 0 0 0 0 0 0 1 12 0 0 1 12 0 0 1 12 0 0 1 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 6
Pedavena BL 255 46.045833 11.880833 4 103 2 140 3 79 2 140 3 79 2 140 3 79 30 254 3 79 32 259 3 79 31 272 3 79 3 146 3 79 6 33 3 79 7 165 1 21 46 203 2 61 22 112 2 61 17 81 2 96 19 92 2 96 36 179
PerarolodiCadore BL 256 46.398333 12.356667 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 0 0 0 0 0 0 3 12 0 0 6 55 0 0 4 39 0 0 4 39 0 0 5 42
Pieved'Alpago BL 257 46.168611 12.352222 5 101 3 126 5 101 3 126 5 101 4 138 5 103 252 1221 5 103 256 1234 5 103 251 1209 4 86 3 116 4 86 6 41 4 86 5 128 2 47 257 1131 2 47 25 114 2 47 19 96 2 41 22 109 2 41 271 1193
PievediCadore BL 258 46.432778 12.374722 10 439 8 453 11 457 9 526 11 469 9 526 11 469 386 1930 11 469 386 1930 11 469 386 1930 10 426 10 543 9 410 15 569 10 426 16 567 9 410 143 1097 9 412 133 954 8 321 124 904 8 325 126 918 8 327 142 953
PontenelleAlpi BL 259 46.175278 12.302222 7 164 1 310 7 164 1 310 7 164 1 310 7 169 57 639 7 169 58 643 7 169 2 330 6 144 1 20 6 144 6 42 6 144 5 35 6 144 2 28 6 158 6 47 6 158 2 28 6 171 2 28 6 171 2 28
Puosd'Alpago BL 260 46.144167 12.363056 3 97 0 0 3 97 0 0 3 97 0 0 3 97 20 77 3 97 21 81 3 97 20 77 3 96 0 0 3 96 0 0 3 96 0 0 3 72 0 0 3 72 0 0 3 72 0 0 3 72 0 0 3 72 21 81
Quero BL 261 45.922500 11.932222 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 14 0 0 2 14 0 0 2 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 30 0 0 1 16 0 0 2 24 0 0 2 24 0 0 2 24
RivamonteAgordino BL 262 46.258889 12.026944 1 16 0 0 1 16 0 0 1 16 0 0 1 16 22 90 1 16 32 113 1 16 32 113 1 16 1 23 1 16 1 23 1 16 1 23 1 16 18 91 1 16 17 85 1 16 16 97 0 0 21 111 0 0 23 119
RoccaPietore BL 263 46.435278 11.977778 23 967 21 1638 25 1162 21 1638 24 1180 21 1638 24 1180 212 2575 24 1180 276 2785 25 1212 272 2656 25 1214 268 2658 25 1214 269 2649 25 1214 274 2687 25 1334 219 2378 25 1334 270 2554 25 1334 249 2443 25 1342 265 2479 24 1322 260 2520
SanGregorionelleAlpi BL 264 46.105556 12.024722 1 18 1 32 1 18 1 32 1 18 2 40 1 18 13 109 1 18 12 105 1 18 11 99 1 18 2 21 1 18 5 36 1 18 4 33 1 18 13 94 1 18 8 48 1 18 5 34 1 18 5 34 1 18 12 85
SanNicolòdiComelico BL 265 46.583611 12.526944 0 0 3 60 0 0 3 60 0 0 3 60 0 0 85 447 0 0 85 446 0 0 85 446 0 0 3 67 0 0 4 91 0 0 3 67 0 0 85 406 0 0 37 202 0 0 35 209 0 0 37 218 0 0 46 257
SanPietrodiCadore BL 266 46.573333 12.586667 4 72 12 314 4 72 12 309 4 72 10 301 4 72 257 1237 3 47 257 1237 3 60 256 1203 3 60 12 420 3 60 13 399 3 60 14 429 3 60 262 1321 3 60 78 735 3 60 78 708 3 60 81 722 3 60 93 799
SantaGiustina BL 267 46.085833 12.041944 1 18 2 74 1 18 2 74 1 18 1 66 1 18 5 79 1 18 5 88 1 18 4 79 1 18 1 68 1 18 3 72 1 18 2 70 1 18 9 114 1 18 6 163 1 18 3 153 1 18 3 153 1 18 6 164
SanTomasoAgordino BL 268 46.381944 11.975278 0 0 1 8 0 0 1 8 0 0 1 8 1 49 5 26 1 49 12 55 1 49 11 49 1 49 3 52 1 49 4 56 1 49 3 52 1 49 26 122 1 49 32 173 1 49 26 147 1 49 31 171 1 49 32 175
SantoStefanodiCadore BL 269 46.559722 12.550278 8 213 12 871 8 215 12 842 8 214 11 836 8 214 355 2249 8 214 355 2249 8 231 355 2241 8 231 13 819 8 223 15 839 8 231 17 851 8 223 358 2256 8 223 167 1481 8 223 160 1419 8 223 170 1462 8 223 208 1634
SanVitodiCadore BL 270 46.465556 12.204444 23 901 32 522 23 866 33 576 22 891 33 576 23 952 545 2973 24 987 545 2973 23 964 545 2973 21 859 34 536 21 856 36 538 21 859 35 538 18 789 168 1037 20 826 195 1290 19 810 187 1157 19 828 194 1198 19 823 329 1833
Sappada BL 271 46.566111 12.678333 20 605 34 640 20 622 34 640 20 618 34 640 20 632 368 2219 20 632 388 2265 20 632 367 2209 20 625 13 581 20 625 26 625 20 625 26 633 19 598 421 2288 19 593 410 2383 19 593 396 2272 19 593 425 2386 19 579 433 2532
Sedico BL 272 46.111667 12.098333 1 15 2 52 1 15 2 52 1 15 2 52 1 15 5 64 1 15 7 72 1 15 3 56 1 15 2 44 1 15 12 67 1 15 3 48 2 40 6 63 2 40 19 112 2 40 11 63 2 40 10 59 2 40 10 59
SelvadiCadore BL 273 46.452500 12.035278 9 617 3 695 9 629 3 695 9 639 3 695 12 690 111 1223 13 721 111 1223 13 721 161 1633 14 741 119 1499 14 741 116 1481 14 741 119 1499 14 748 118 1517 15 839 146 1448 15 839 137 1420 15 839 139 1435 15 839 140 1492
SerendelGrappa BL 274 45.989167 11.846389 2 23 3 20 1 11 3 20 1 11 4 26 1 17 19 82 1 17 19 88 1 17 19 88 1 17 5 70 1 17 7 86 1 17 6 76 1 17 24 165 1 17 9 99 1 17 6 91 1 17 6 91 1 17 21 147
Sospirolo BL 275 46.144167 12.074167 1 49 2 207 1 49 2 207 1 49 3 220 1 49 6 232 1 49 7 235 1 49 3 220 1 49 3 220 1 49 4 220 1 49 5 232 1 49 5 27 0 0 7 41 0 0 7 35 0 0 9 41 0 0 9 43
Soverzene BL 276 46.206389 12.303056 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5 0 0 1 5
Sovramonte BL 277 46.062500 11.786389 5 70 4 180 4 60 4 180 3 28 3 172 3 28 118 691 3 28 118 691 3 28 117 687 3 28 3 154 3 28 8 223 3 28 5 162 3 28 126 764 3 28 11 132 2 18 8 115 2 18 7 109 2 18 27 385
TaibonAgordino BL 278 46.300556 12.011111 1 17 4 88 1 17 4 88 1 17 4 88 1 17 89 435 1 17 88 428 1 17 89 435 1 17 82 398 1 17 83 404 1 17 84 410 1 17 32 200 1 17 21 161 1 17 20 157 1 17 21 159 1 17 25 224
Tambre BL 279 46.130833 12.423611 12 352 3 98 12 352 4 102 12 352 4 102 12 345 724 3604 13 438 752 3747 11 252 648 3253 11 256 6 151 10 244 9 161 11 256 8 160 11 256 715 3549 11 256 117 588 10 247 106 571 8 247 107 576 8 247 756 3747
Trichiana BL 280 46.074722 12.131111 2 41 0 0 2 41 0 0 2 22 1 50 2 22 6 23 2 22 7 26 2 22 2 27 1 22 2 27 1 22 7 49 1 22 5 39 1 22 6 48 1 22 6 50 1 22 2 27 1 22 6 41 2 45 6 41
ValladaAgordina BL 281 46.371111 11.931111 1 22 1 60 1 20 1 60 1 20 1 60 1 20 104 466 1 20 104 466 1 20 105 526 1 20 103 525 1 20 98 505 1 20 106 535 1 20 66 394 1 20 63 288 1 20 64 299 1 20 64 299 0 0 73 419
VallediCadore BL 282 46.420556 12.336111 1 17 3 65 1 23 3 65 1 23 3 65 1 23 143 535 1 23 143 549 1 23 143 549 1 23 3 96 1 23 8 125 1 23 7 119 1 23 37 213 1 23 44 298 1 23 40 277 2 46 44 293 2 46 49 279
Vas BL 283 45.940000 11.938333 1 13 0 0 1 13 0 0 1 13 0 0 1 18 3 20 1 18 3 20 1 18 3 20 1 18 0 0 1 18 0 0 1 18 0 0 1 18 3 20 1 18 0 0 1 18 0 0 1 18 0 0 1 18 3 20
VigodiCadore BL 284 46.500278 12.472222 10 284 7 533 8 232 7 533 8 232 7 533 8 232 290 1763 8 232 290 1661 7 209 290 1661 6 194 290 1612 6 194 13 562 6 194 290 1612 7 209 201 1307 8 232 201 1153 8 232 172 1048 8 232 195 1146 8 232 245 1650
VodoCadore BL 285 46.420000 12.246667 2 27 2 13 2 27 2 13 2 27 2 13 2 28 115 500 2 28 115 500 1 16 116 512 1 16 46 225 1 16 47 229 1 16 46 225 1 16 18 140 1 16 23 172 1 16 23 168 1 16 22 160 1 16 38 242
VoltagoAgordino BL 286 46.274722 12.005556 4 78 4 209 4 78 4 209 4 78 4 209 4 76 154 876 4 76 150 847 4 76 151 863 4 81 146 802 3 67 151 847 4 81 147 809 4 81 72 480 3 56 63 439 3 56 61 423 2 49 59 415 2 49 68 476
ZoldoAlto BL 287 46.376389 12.127500 12 521 36 2246 12 549 36 2246 12 529 36 2246 12 527 323 3554 13 551 362 3630 13 574 348 3574 13 574 334 3512 13 574 358 3600 13 574 336 3523 23 640 354 3598 14 640 288 2314 12 569 236 2129 12 573 243 2158 12 573 248 2371
ZoppèdiCadore BL 288 46.388611 12.172222 0 0 1 40 0 0 1 40 0 0 1 40 0 0 7 66 0 0 0 0 0 0 5 45 0 0 1 25 0 0 1 25 0 0 1 25 0 0 5 24 0 0 6 34 0 0 2 14 0 0 2 14 0 0 4 45
Altivole TV 289 45.754444 11.956111 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 11 0 0 3 19 0 0 3 14 0 0 5 28 0 0 7 52 0 0 6 45 0 0 7 66 0 0 7 66
Arcade TV 290 45.786389 12.219444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
Asolo TV 291 45.804167 11.914167 3 119 3 61 3 119 3 61 3 119 3 61 3 120 3 61 3 120 5 135 3 120 4 137 3 120 4 137 3 120 9 156 3 120 11 170 3 120 17 193 3 120 21 190 3 134 14 161 4 185 14 155 4 185 12 149
BorsodelGrappa TV 292 45.822222 11.800278 3 51 2 46 3 51 3 57 3 51 3 57 3 51 3 57 3 51 8 77 2 36 6 85 2 36 6 85 3 95 5 61 2 36 7 88 3 95 11 116 3 95 35 126 4 134 30 252 4 134 31 254 4 134 32 261
BredadiPiave TV 293 45.724444 12.331389 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 0 0 0 0 1 53 0 0 1 53 2 7 1 53 2 7 1 53 4 36 1 53 6 56 1 53 3 45 1 53 3 45 1 71 4 53
CaeranodiSanMarco TV 294 45.787500 12.001944 2 55 1 18 2 61 1 18 2 61 1 22 2 61 1 22 2 61 1 22 2 84 1 22 2 84 2 26 2 84 3 31 2 84 2 26 2 84 3 39 1 50 4 43 1 50 2 34 1 50 2 34 1 50 2 34
CappellaMaggiore TV 295 45.970833 12.362778 0 0 0 0 0 0 0 0 0 0 1 4 0 0 1 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 12 0 0 1 12
